trade_id,entry_bar,exit_bar,entry_time,exit_time,direction,size,entry_price,exit_price,hold_bars,gross_pnl,commission,slippage_cost,net_pnl,entry_signal,exit_reason
72,2492,2494,2024-06-12 13:50:00+00:00,2024-06-12 14:00:00+00:00,SHORT,8,5437.25,5443.0,2,-2300.0,20.0,200.0,-2520.0,toxic_rev,time_exit
73,2543,2545,2024-06-12 18:05:00+00:00,2024-06-12 18:15:00+00:00,LONG,8,5433.5,5438.5,2,2000.0,20.0,200.0,1780.0,toxic_cont,time_exit
74,2549,2569,2024-06-12 18:35:00+00:00,2024-06-13 13:45:00+00:00,LONG,8,5443.75,5437.25,20,-2600.0,20.0,200.0,-2820.0,toxic_cont,time_exit
75,2573,2585,2024-06-13 14:05:00+00:00,2024-06-13 15:05:00+00:00,LONG,9,5434.0,5421.75,12,-5512.5,22.5,225.0,-5760.0,toxic_cont,time_exit
76,2644,2649,2024-06-14 13:30:00+00:00,2024-06-14 13:55:00+00:00,LONG,9,5422.0,5424.75,5,1237.5,22.5,225.0,990.0,toxic_cont,time_exit
77,2721,2722,2024-06-14 19:55:00+00:00,2024-06-17 13:30:00+00:00,LONG,9,5437.5,5431.25,1,-2812.5,22.5,225.0,-3060.0,toxic_cont,time_exit
78,2757,2760,2024-06-17 16:25:00+00:00,2024-06-17 16:40:00+00:00,LONG,9,5463.75,5462.25,3,-675.0,22.5,225.0,-922.5,toxic_cont,time_exit
79,2770,2772,2024-06-17 17:30:00+00:00,2024-06-17 17:40:00+00:00,LONG,9,5479.0,5478.75,2,-112.5,22.5,225.0,-360.0,toxic_cont,time_exit
80,2799,2800,2024-06-17 19:55:00+00:00,2024-06-18 13:30:00+00:00,LONG,9,5480.0,5485.75,1,2587.5,22.5,225.0,2340.0,toxic_cont,time_exit
81,2855,2856,2024-06-18 18:05:00+00:00,2024-06-18 18:10:00+00:00,LONG,9,5486.5,5485.25,1,-562.5,22.5,225.0,-810.0,toxic_cont,time_exit
82,2877,2878,2024-06-18 19:55:00+00:00,2024-06-19 13:30:00+00:00,LONG,9,5493.0,5565.25,1,32512.5,22.5,225.0,32265.0,toxic_cont,time_exit
83,2879,2884,2024-06-19 13:35:00+00:00,2024-06-19 14:00:00+00:00,SHORT,10,5564.5,5564.5,5,0.0,25.0,250.0,-275.0,toxic_rev,time_exit
84,2921,2931,2024-06-20 13:35:00+00:00,2024-06-20 14:25:00+00:00,LONG,8,5568.75,5565.25,10,-1400.0,20.0,200.0,-1620.0,toxic_cont,time_exit
85,2957,2959,2024-06-20 16:35:00+00:00,2024-06-20 16:45:00+00:00,LONG,8,5538.75,5545.5,2,2700.0,20.0,200.0,2480.0,toxic_cont,time_exit
86,2974,2979,2024-06-20 18:00:00+00:00,2024-06-20 18:25:00+00:00,LONG,8,5551.75,5554.25,5,1000.0,20.0,200.0,780.0,toxic_cont,time_exit
87,2996,3013,2024-06-20 19:50:00+00:00,2024-06-21 14:45:00+00:00,LONG,8,5552.25,5536.0,17,-6500.0,20.0,200.0,-6720.0,toxic_cont,time_exit
88,3074,3077,2024-06-21 19:50:00+00:00,2024-06-24 13:35:00+00:00,LONG,9,5538.75,5533.25,3,-2475.0,22.5,225.0,-2722.5,toxic_cont,time_exit
89,3081,3099,2024-06-24 13:55:00+00:00,2024-06-24 15:25:00+00:00,LONG,9,5545.75,5550.5,18,2137.5,22.5,225.0,1890.0,toxic_cont,time_exit
90,3121,3124,2024-06-24 17:15:00+00:00,2024-06-24 17:30:00+00:00,LONG,9,5532.25,5525.25,3,-3150.0,22.5,225.0,-3397.5,toxic_cont,time_exit
91,3232,3235,2024-06-26 13:30:00+00:00,2024-06-26 13:45:00+00:00,LONG,9,5523.25,5526.5,3,1462.5,22.5,225.0,1215.0,toxic_cont,time_exit
92,3260,3263,2024-06-26 15:50:00+00:00,2024-06-26 16:05:00+00:00,LONG,9,5541.25,5538.25,3,-1350.0,22.5,225.0,-1597.5,toxic_cont,time_exit
93,3308,3315,2024-06-26 19:50:00+00:00,2024-06-27 13:55:00+00:00,LONG,9,5542.25,5546.25,7,1800.0,22.5,225.0,1552.5,toxic_cont,time_exit
94,3365,3368,2024-06-27 18:05:00+00:00,2024-06-27 18:20:00+00:00,LONG,9,5537.5,5533.5,3,-1800.0,22.5,225.0,-2047.5,toxic_cont,time_exit
95,3387,3393,2024-06-27 19:55:00+00:00,2024-06-28 13:55:00+00:00,LONG,9,5548.25,5561.75,6,6075.0,22.5,225.0,5827.5,toxic_cont,time_exit
96,3394,3400,2024-06-28 14:00:00+00:00,2024-06-28 14:30:00+00:00,LONG,8,5576.75,5581.25,6,1800.0,20.0,200.0,1580.0,toxic_cont,time_exit
97,3405,3412,2024-06-28 14:55:00+00:00,2024-06-28 15:30:00+00:00,LONG,8,5568.5,5562.0,7,-2600.0,20.0,200.0,-2820.0,toxic_cont,time_exit
98,3461,3469,2024-06-28 19:35:00+00:00,2024-07-01 13:45:00+00:00,LONG,8,5527.0,5523.75,8,-1300.0,20.0,200.0,-1520.0,toxic_cont,time_exit
99,3475,3495,2024-07-01 14:15:00+00:00,2024-07-01 15:55:00+00:00,LONG,8,5522.0,5524.5,20,1000.0,20.0,200.0,780.0,toxic_cont,time_exit
100,3537,3539,2024-07-01 19:25:00+00:00,2024-07-01 19:35:00+00:00,LONG,8,5524.25,5527.75,2,1400.0,20.0,200.0,1180.0,toxic_cont,time_exit
101,3542,3548,2024-07-01 19:50:00+00:00,2024-07-02 13:50:00+00:00,LONG,8,5535.75,5530.5,6,-2100.0,20.0,200.0,-2320.0,toxic_cont,time_exit
102,3620,3624,2024-07-02 19:50:00+00:00,2024-07-03 13:40:00+00:00,LONG,9,5563.25,5570.0,4,3037.5,22.5,225.0,2790.0,toxic_cont,time_exit
103,3662,3665,2024-07-03 16:50:00+00:00,2024-07-03 17:05:00+00:00,LONG,10,5592.25,5591.0,3,-625.0,25.0,250.0,-900.0,toxic_cont,time_exit
104,3709,3718,2024-07-05 13:30:00+00:00,2024-07-05 14:15:00+00:00,LONG,10,5594.5,5595.0,9,250.0,25.0,250.0,-25.0,toxic_cont,time_exit
105,3785,3789,2024-07-05 19:50:00+00:00,2024-07-08 13:40:00+00:00,LONG,10,5624.75,5633.0,4,4125.0,25.0,250.0,3850.0,toxic_cont,time_exit
106,3850,3852,2024-07-08 18:45:00+00:00,2024-07-08 18:55:00+00:00,LONG,10,5621.0,5623.25,2,1125.0,25.0,250.0,850.0,toxic_cont,time_exit
107,3863,3870,2024-07-08 19:50:00+00:00,2024-07-09 13:55:00+00:00,LONG,10,5626.0,5639.75,7,6875.0,25.0,250.0,6600.0,toxic_cont,time_exit
108,3912,3913,2024-07-09 17:25:00+00:00,2024-07-09 17:30:00+00:00,LONG,10,5634.0,5636.25,1,1125.0,25.0,250.0,850.0,toxic_cont,time_exit
109,3942,3948,2024-07-09 19:55:00+00:00,2024-07-10 13:55:00+00:00,LONG,10,5632.0,5645.5,6,6750.0,25.0,250.0,6475.0,toxic_cont,time_exit
110,4006,4007,2024-07-10 18:45:00+00:00,2024-07-10 18:50:00+00:00,LONG,10,5674.0,5672.75,1,-625.0,25.0,250.0,-900.0,toxic_cont,time_exit
111,4018,4023,2024-07-10 19:45:00+00:00,2024-07-11 13:40:00+00:00,LONG,10,5681.25,5691.5,5,5125.0,25.0,250.0,4850.0,toxic_cont,time_exit
112,4032,4036,2024-07-11 14:25:00+00:00,2024-07-11 14:45:00+00:00,LONG,8,5670.25,5664.75,4,-2200.0,20.0,200.0,-2420.0,toxic_cont,time_exit
113,4047,4050,2024-07-11 15:40:00+00:00,2024-07-11 15:55:00+00:00,LONG,9,5643.25,5639.25,3,-1800.0,22.5,225.0,-2047.5,toxic_cont,time_exit
114,4100,4101,2024-07-12 13:35:00+00:00,2024-07-12 13:40:00+00:00,LONG,9,5649.0,5645.5,1,-1575.0,22.5,225.0,-1822.5,toxic_cont,time_exit
115,4103,4110,2024-07-12 13:50:00+00:00,2024-07-12 14:25:00+00:00,LONG,9,5655.25,5668.0,7,5737.5,22.5,225.0,5490.0,toxic_cont,time_exit
116,4132,4133,2024-07-12 16:15:00+00:00,2024-07-12 16:20:00+00:00,LONG,9,5677.0,5678.5,1,675.0,22.5,225.0,427.5,toxic_cont,time_exit
117,4171,4190,2024-07-12 19:30:00+00:00,2024-07-15 14:35:00+00:00,LONG,9,5694.0,5700.0,19,2700.0,22.5,225.0,2452.5,toxic_cont,time_exit
118,4253,4266,2024-07-15 19:50:00+00:00,2024-07-16 14:25:00+00:00,LONG,8,5678.25,5695.75,13,7000.0,20.0,200.0,6780.0,toxic_cont,time_exit
119,4317,4319,2024-07-16 18:40:00+00:00,2024-07-16 18:50:00+00:00,LONG,8,5712.75,5712.25,2,-200.0,20.0,200.0,-420.0,toxic_cont,time_exit
120,4331,4334,2024-07-16 19:50:00+00:00,2024-07-17 13:35:00+00:00,LONG,8,5719.25,5663.75,3,-22200.0,20.0,200.0,-22420.0,toxic_cont,time_exit
121,4335,4339,2024-07-17 13:40:00+00:00,2024-07-17 14:00:00+00:00,SHORT,8,5661.5,5658.25,4,1300.0,20.0,200.0,1080.0,toxic_rev,time_exit
122,4341,4346,2024-07-17 14:10:00+00:00,2024-07-17 14:35:00+00:00,LONG,8,5655.75,5652.0,5,-1500.0,20.0,200.0,-1720.0,toxic_cont,time_exit
123,4412,4415,2024-07-18 13:35:00+00:00,2024-07-18 13:50:00+00:00,LONG,7,5654.5,5644.25,3,-3587.5,17.5,175.0,-3780.0,toxic_cont,time_exit
124,4425,4445,2024-07-18 14:40:00+00:00,2024-07-18 16:20:00+00:00,LONG,7,5629.5,5591.25,20,-13387.5,17.5,175.0,-13580.0,toxic_cont,time_exit
125,4446,4457,2024-07-18 16:25:00+00:00,2024-07-18 17:20:00+00:00,LONG,7,5595.5,5612.75,11,6037.5,17.5,175.0,5845.0,toxic_cont,time_exit
126,4482,4502,2024-07-18 19:25:00+00:00,2024-07-19 14:35:00+00:00,LONG,7,5580.75,5580.5,20,-87.5,17.5,175.0,-280.0,toxic_cont,time_exit
127,4504,4524,2024-07-19 14:45:00+00:00,2024-07-19 16:25:00+00:00,LONG,7,5575.25,5563.75,20,-4025.0,17.5,175.0,-4217.5,toxic_cont,time_exit
128,4528,4530,2024-07-19 16:45:00+00:00,2024-07-19 16:55:00+00:00,LONG,7,5556.0,5556.5,2,175.0,17.5,175.0,-17.5,toxic_cont,time_exit
129,4555,4560,2024-07-19 19:00:00+00:00,2024-07-19 19:25:00+00:00,LONG,7,5564.75,5563.75,5,-350.0,17.5,175.0,-542.5,toxic_cont,time_exit
130,4566,4568,2024-07-19 19:55:00+00:00,2024-07-22 13:35:00+00:00,LONG,7,5554.0,5599.25,2,15837.5,17.5,175.0,15645.0,toxic_cont,time_exit
131,4569,4573,2024-07-22 13:40:00+00:00,2024-07-22 14:00:00+00:00,SHORT,7,5598.5,5583.25,4,5337.5,17.5,175.0,5145.0,toxic_rev,time_exit
132,4575,4595,2024-07-22 14:10:00+00:00,2024-07-22 15:50:00+00:00,LONG,7,5588.25,5581.0,20,-2537.5,17.5,175.0,-2730.0,toxic_cont,time_exit
133,4596,4601,2024-07-22 15:55:00+00:00,2024-07-22 16:20:00+00:00,LONG,7,5580.5,5584.5,5,1400.0,17.5,175.0,1207.5,toxic_cont,time_exit
134,4633,4635,2024-07-22 19:00:00+00:00,2024-07-22 19:10:00+00:00,LONG,7,5611.25,5611.0,2,-87.5,17.5,175.0,-280.0,toxic_cont,time_exit
135,4645,4649,2024-07-23 13:30:00+00:00,2024-07-23 13:50:00+00:00,LONG,8,5609.0,5612.75,4,1500.0,20.0,200.0,1280.0,toxic_cont,time_exit
136,4662,4664,2024-07-23 14:55:00+00:00,2024-07-23 15:05:00+00:00,LONG,8,5611.5,5619.5,2,3200.0,20.0,200.0,2980.0,toxic_cont,time_exit
137,4665,4669,2024-07-23 15:10:00+00:00,2024-07-23 15:30:00+00:00,LONG,8,5626.0,5628.0,4,800.0,20.0,200.0,580.0,toxic_cont,time_exit
138,4680,4684,2024-07-23 16:25:00+00:00,2024-07-23 16:45:00+00:00,LONG,8,5613.0,5610.5,4,-1000.0,20.0,200.0,-1220.0,toxic_cont,time_exit
139,4720,4724,2024-07-23 19:45:00+00:00,2024-07-24 13:35:00+00:00,LONG,8,5607.75,5538.75,4,-27600.0,20.0,200.0,-27820.0,toxic_cont,time_exit
140,4725,4729,2024-07-24 13:40:00+00:00,2024-07-24 14:00:00+00:00,SHORT,7,5538.75,5522.5,4,5687.5,17.5,175.0,5495.0,toxic_rev,time_exit
141,4730,4737,2024-07-24 14:05:00+00:00,2024-07-24 14:40:00+00:00,LONG,7,5522.75,5513.5,7,-3237.5,17.5,175.0,-3430.0,toxic_cont,time_exit
142,4787,4790,2024-07-24 18:50:00+00:00,2024-07-24 19:05:00+00:00,LONG,7,5480.25,5479.25,3,-350.0,17.5,175.0,-542.5,toxic_cont,time_exit
143,4800,4820,2024-07-24 19:55:00+00:00,2024-07-25 15:05:00+00:00,LONG,7,5472.0,5482.5,20,3675.0,17.5,175.0,3482.5,toxic_cont,time_exit
144,4821,4841,2024-07-25 15:10:00+00:00,2024-07-25 16:50:00+00:00,LONG,6,5496.75,5515.75,20,5700.0,15.0,150.0,5535.0,toxic_cont,time_exit
145,4842,4862,2024-07-25 16:55:00+00:00,2024-07-25 18:35:00+00:00,LONG,6,5519.75,5487.0,20,-9825.0,15.0,150.0,-9990.0,toxic_cont,time_exit
146,4869,4889,2024-07-25 19:10:00+00:00,2024-07-26 14:20:00+00:00,LONG,6,5470.75,5492.0,20,6375.0,15.0,150.0,6210.0,toxic_cont,time_exit
147,4892,4912,2024-07-26 14:35:00+00:00,2024-07-26 16:15:00+00:00,LONG,6,5476.75,5508.0,20,9375.0,15.0,150.0,9210.0,toxic_cont,time_exit
148,4929,4937,2024-07-26 17:40:00+00:00,2024-07-26 18:20:00+00:00,LONG,6,5501.75,5503.75,8,600.0,15.0,150.0,435.0,toxic_cont,time_exit
149,4941,4961,2024-07-26 18:40:00+00:00,2024-07-29 13:50:00+00:00,LONG,6,5499.5,5511.25,20,3525.0,15.0,150.0,3360.0,toxic_cont,time_exit
150,4962,4982,2024-07-29 13:55:00+00:00,2024-07-29 15:35:00+00:00,LONG,7,5521.0,5488.5,20,-11375.0,17.5,175.0,-11567.5,toxic_cont,time_exit
151,4983,4992,2024-07-29 15:40:00+00:00,2024-07-29 16:25:00+00:00,LONG,7,5492.25,5514.25,9,7700.0,17.5,175.0,7507.5,toxic_cont,time_exit
